"사용일자","노선명","역명","승차총승객수","하차총승객수","등록일자"
"20210216","경부선","금정","23929","24737","20210219",""
"20210216","경부선","명학","8402","8368","20210219",""
"20210216","경부선","안양","19784","19896","20210219",""
"20210216","경부선","관악","6615","6171","20210219",""
"20210216","경부선","석수","9225","8243","20210219",""
"20210216","경부선","금천구청","10907","10776","20210219",""
"20210216","경부선","가산디지털단지","17067","20152","20210219",""
"20210216","경부선","구로","17521","17797","20210219",""
"20210216","경부선","신길","8669","7347","20210219",""
"20210216","경부선","신도림","3539","3550","20210219",""
"20210216","경부선","영등포","33852","34368","20210219",""
"20210216","경부선","대방","12117","12583","20210219",""
"20210216","경부선","노량진","6915","7292","20210219",""
"20210216","경부선","용산","29590","28541","20210219",""
"20210216","경부선","남영","8581","9057","20210219",""
"20210216","경부선","서울역","5042","1383","20210219",""
"20210216","경강선","여주","1517","1470","20210219",""
"20210216","경강선","세종대왕릉","224","214","20210219",""
"20210216","경강선","부발","1476","1471","20210219",""
"20210216","경강선","이천","2211","2267","20210219",""
"20210216","경강선","신둔도예촌","1098","999","20210219",""
"20210216","경강선","곤지암","1826","1774","20210219",""
"20210216","경강선","초월","2681","2598","20210219",""
"20210216","경강선","경기광주","6540","6337","20210219",""
"20210216","경강선","삼동","2240","2105","20210219",""
"20210216","경강선","이매","980","875","20210219",""
"20210216","경강선","판교","4199","4007","20210219",""
"20210216","9호선2~3단계","중앙보훈병원","9392","8211","20210219",""
"20210216","9호선2~3단계","둔촌오륜","1024","874","20210219",""
"20210216","9호선2~3단계","올림픽공원(한국체대)","5040","4879","20210219",""
"20210216","9호선2~3단계","한성백제","2341","2238","20210219",""
"20210216","9호선2~3단계","송파나루","4439","4721","20210219",""
"20210216","9호선2~3단계","석촌","7387","6570","20210219",""
"20210216","9호선2~3단계","석촌고분","5591","5694","20210219",""
"20210216","9호선2~3단계","삼전","6436","6447","20210219",""
"20210216","9호선2~3단계","종합운동장","4055","3950","20210219",""
"20210216","9호선2~3단계","봉은사","14682","14630","20210219",""
"20210216","9호선2~3단계","삼성중앙","6952","7258","20210219",""
"20210216","9호선2~3단계","선정릉","9356","9885","20210219",""
"20210216","9호선2~3단계","언주","9872","10137","20210219",""
"20210216","9호선","신논현","30675","30406","20210219",""
"20210216","9호선","사평","3119","3083","20210219",""
"20210216","9호선","고속터미널","10442","13257","20210219",""
"20210216","9호선","신반포","2893","2824","20210219",""
"20210216","경의선","계양","1","0","20210219",""
"20210216","9호선","구반포","2649","2720","20210219",""
"20210216","9호선","동작(현충원)","1560","1250","20210219",""
"20210216","9호선","흑석(중앙대입구)","6996","7464","20210219",""
"20210216","9호선","노들","3968","3577","20210219",""
"20210216","9호선","노량진","22280","22092","20210219",""
"20210216","9호선","샛강","5854","6120","20210219",""
"20210216","9호선","여의도","24757","23273","20210219",""
"20210216","9호선","국회의사당","16313","15871","20210219",""
"20210216","9호선","당산","16704","16999","20210219",""
"20210216","9호선","선유도","7596","7369","20210219",""
"20210216","9호선","신목동","3698","3464","20210219",""
"20210216","9호선","염창","15874","15952","20210219",""
"20210216","9호선","등촌","10387","10642","20210219",""
"20210216","9호선","증미","7144","7274","20210219",""
"20210216","9호선","가양","19001","18648","20210219",""
"20210216","9호선","양천향교","8860","9242","20210219",""
"20210216","9호선","마곡나루(서울식물원)","10451","10422","20210219",""
"20210216","9호선","신방화","6241","6234","20210219",""
"20210216","9호선","공항시장","2707","2972","20210219",""
"20210216","9호선","김포공항","6940","9545","20210219",""
"20210216","9호선","개화","2312","1596","20210219",""
"20210216","1호선","서울역","40058","35325","20210219",""
"20210216","1호선","동묘앞","6003","6281","20210219",""
"20210216","1호선","시청","19836","19960","20210219",""
"20210216","1호선","종각","33249","31647","20210219",""
"20210216","1호선","종로3가","21505","20109","20210219",""
"20210216","1호선","종로5가","20889","20437","20210219",""
"20210216","1호선","동대문","9676","9024","20210219",""
"20210216","1호선","신설동","12762","12714","20210219",""
"20210216","1호선","제기동","14086","14330","20210219",""
"20210216","1호선","청량리(서울시립대입구)","17340","17303","20210219",""
"20210216","2호선","시청","23715","22288","20210219",""
"20210216","2호선","을지로입구","37456","37640","20210219",""
"20210216","2호선","을지로3가","20717","19995","20210219",""
"20210216","2호선","을지로4가","12576","12248","20210219",""
"20210216","2호선","동대문역사문화공원(DDP)","10132","11239","20210219",""
"20210216","2호선","신당","12642","13293","20210219",""
"20210216","2호선","상왕십리","13383","13164","20210219",""
"20210216","2호선","왕십리(성동구청)","14275","12097","20210219",""
"20210216","2호선","한양대","6340","6577","20210219",""
"20210216","2호선","뚝섬","20704","22175","20210219",""
"20210216","2호선","성수","34484","36982","20210219",""
"20210216","2호선","건대입구","29478","31588","20210219",""
"20210216","2호선","구의(광진구청)","22389","22395","20210219",""
"20210216","2호선","강변(동서울터미널)","28596","27330","20210219",""
"20210216","2호선","잠실나루","13726","13279","20210219",""
"20210216","2호선","잠실(송파구청)","60716","60342","20210219",""
"20210216","2호선","잠실새내","19281","19293","20210219",""
"20210216","2호선","종합운동장","6038","6635","20210219",""
"20210216","2호선","삼성(무역센터)","48425","48402","20210219",""
"20210216","2호선","선릉","54854","49039","20210219",""
"20210216","2호선","역삼","50446","54101","20210219",""
"20210216","2호선","강남","83284","81590","20210219",""
"20210216","2호선","교대(법원.검찰청)","32993","36803","20210219",""
"20210216","2호선","서초","20869","20326","20210219",""
"20210216","2호선","방배","16459","17409","20210219",""
"20210216","2호선","사당","32923","36087","20210219",""
"20210216","2호선","낙성대(강감찬)","25170","25117","20210219",""
"20210216","2호선","서울대입구(관악구청)","43475","43106","20210219",""
"20210216","2호선","봉천","22460","21469","20210219",""
"20210216","2호선","신림","58609","58026","20210219",""
"20210216","2호선","신대방","24283","23897","20210219",""
"20210216","2호선","구로디지털단지","58911","59475","20210219",""
"20210216","2호선","대림(구로구청)","22737","23047","20210219",""
"20210216","2호선","신도림","45173","44038","20210219",""
"20210216","2호선","문래","20521","20852","20210219",""
"20210216","2호선","영등포구청","22772","22848","20210219",""
"20210216","2호선","당산","16998","19710","20210219",""
"20210216","2호선","합정","27617","28644","20210219",""
"20210216","2호선","홍대입구","45742","47426","20210219",""
"20210216","2호선","신촌","29754","30809","20210219",""
"20210216","2호선","이대","11029","11673","20210219",""
"20210216","2호선","아현","9194","8966","20210219",""
"20210216","2호선","충정로(경기대입구)","9544","9917","20210219",""
"20210216","2호선","용답","2253","2215","20210219",""
"20210216","2호선","신답","1462","1767","20210219",""
"20210216","2호선","신설동","3125","3074","20210219",""
"20210216","2호선","도림천","1423","1408","20210219",""
"20210216","2호선","양천구청","6380","6822","20210219",""
"20210216","2호선","신정네거리","9428","9974","20210219",""
"20210216","2호선","용두(동대문구청)","2102","2146","20210219",""
"20210216","3호선","지축","3587","3519","20210219",""
"20210216","3호선","구파발","19030","18039","20210219",""
"20210216","3호선","연신내","34360","32676","20210219",""
"20210216","3호선","불광","14736","15778","20210219",""
"20210216","3호선","녹번","13977","12963","20210219",""
"20210216","3호선","홍제","15911","15328","20210219",""
"20210216","3호선","무악재","3764","3883","20210219",""
"20210216","3호선","독립문","6321","6634","20210219",""
"20210216","3호선","경복궁(정부서울청사)","16825","16358","20210219",""
"20210216","3호선","안국","17486","17517","20210219",""
"20210216","3호선","종로3가","9438","10547","20210219",""
"20210216","3호선","을지로3가","10422","10531","20210219",""
"20210216","3호선","동대입구","6573","6753","20210219",""
"20210216","3호선","약수","11914","11586","20210219",""
"20210216","3호선","금호","7599","7352","20210219",""
"20210216","3호선","옥수","8310","8763","20210219",""
"20210216","3호선","압구정","31658","33700","20210219",""
"20210216","3호선","신사","31512","32330","20210219",""
"20210216","3호선","잠원","4397","4415","20210219",""
"20210216","3호선","고속터미널","37106","34186","20210219",""
"20210216","3호선","교대(법원.검찰청)","13477","8854","20210219",""
"20210216","3호선","남부터미널(예술의전당)","29005","29226","20210219",""
"20210216","3호선","양재(서초구청)","37486","40072","20210219",""
"20210216","3호선","매봉","12194","11560","20210219",""
"20210216","3호선","도곡","5128","5203","20210219",""
"20210216","3호선","대치","10743","10674","20210219",""
"20210216","3호선","학여울","1631","1667","20210219",""
"20210216","3호선","대청","9055","8442","20210219",""
"20210216","3호선","일원","9617","9456","20210219",""
"20210216","3호선","수서","15410","15478","20210219",""
"20210216","3호선","가락시장","8514","8232","20210219",""
"20210216","안산선","정왕","6604","7175","20210219",""
"20210216","안산선","오이도","7418","7220","20210219",""
"20210216","안산선","수리산","3875","3180","20210219",""
"20210216","우이신설선","북한산우이","1980","1745","20210219",""
"20210216","우이신설선","솔밭공원","2132","2085","20210219",""
"20210216","우이신설선","4.19민주묘지","2373","2354","20210219",""
"20210216","우이신설선","가오리","3569","3729","20210219",""
"20210216","우이신설선","화계","2981","2924","20210219",""
"20210216","우이신설선","삼양","1767","1961","20210219",""
"20210216","우이신설선","삼양사거리","2065","2214","20210219",""
"20210216","우이신설선","솔샘","5322","5153","20210219",""
"20210216","우이신설선","북한산보국문","5176","5247","20210219",""
"20210216","우이신설선","정릉","3962","3887","20210219",""
"20210216","우이신설선","성신여대입구(돈암)","2854","3188","20210219",""
"20210216","우이신설선","보문","1336","1375","20210219",""
"20210216","우이신설선","신설동","1901","1878","20210219",""
"20210216","일산선","원흥","8535","8160","20210219",""
"20210216","일산선","지축","1","0","20210219",""
"20210216","일산선","삼송","16979","16840","20210219",""
"20210216","일산선","원당","10143","9742","20210219",""
"20210216","일산선","화정","16053","16661","20210219",""
"20210216","일산선","대곡","1576","1190","20210219",""
"20210216","일산선","백석","9432","9477","20210219",""
"20210216","일산선","마두","7010","7397","20210219",""
"20210216","일산선","정발산","6757","6732","20210219",""
"20210216","일산선","주엽","8160","8211","20210219",""
"20210216","일산선","대화","12072","9627","20210219",""
"20210216","장항선","봉명","1158","1120","20210219",""
"20210216","장항선","쌍용(나사렛대)","1485","1372","20210219",""
"20210216","장항선","아산","2347","2061","20210219",""
"20210216","장항선","배방","790","790","20210219",""
"20210216","장항선","온양온천","2807","2793","20210219",""
"20210216","장항선","신창(순천향대)","791","813","20210219",""
"20210216","중앙선","회기","20919","20835","20210219",""
"20210216","중앙선","중랑","4901","4717","20210219",""
"20210216","중앙선","상봉(시외버스터미널)","5091","5286","20210219",""
"20210216","중앙선","망우","6688","6686","20210219",""
"20210216","중앙선","양원","1229","1222","20210219",""
"20210216","중앙선","구리","12200","12558","20210219",""
"20210216","중앙선","도농","9176","8409","20210219",""
"20210216","중앙선","양정","675","562","20210219",""
"20210216","중앙선","덕소","5129","5122","20210219",""
"20210216","중앙선","도심","2210","1680","20210219",""
"20210216","중앙선","팔당","693","694","20210219",""
"20210216","중앙선","운길산","468","445","20210219",""
"20210216","중앙선","양수","1425","1396","20210219",""
"20210216","중앙선","신원","135","133","20210219",""
"20210216","중앙선","국수","506","512","20210219",""
"20210216","중앙선","아신","443","426","20210219",""
"20210216","중앙선","오빈","214","207","20210219",""
"20210216","중앙선","양평","2153","2159","20210219",""
"20210216","중앙선","원덕","258","252","20210219",""
"20210216","중앙선","용문","1313","1346","20210219",""
"20210216","중앙선","지평","54","40","20210219",""
"20210216","3호선","충무로","1","0","20210219",""
"20210216","경원선","창동","1","0","20210219",""
"20210216","5호선","방화","6181","5964","20210219",""
"20210216","3호선","경찰병원","7647","7818","20210219",""
"20210216","3호선","오금","5804","5382","20210219",""
"20210216","4호선","수유(강북구청)","31859","31993","20210219",""
"20210216","4호선","미아(서울사이버대학)","13694","13600","20210219",""
"20210216","4호선","미아사거리","25592","25382","20210219",""
"20210216","4호선","길음","18900","18662","20210219",""
"20210216","4호선","성신여대입구(돈암)","18238","17814","20210219",""
"20210216","4호선","한성대입구(삼선교)","12366","12289","20210219",""
"20210216","4호선","혜화","28968","28855","20210219",""
"20210216","4호선","동대문","18605","19079","20210219",""
"20210216","4호선","동대문역사문화공원(DDP)","13437","12438","20210219",""
"20210216","4호선","충무로","24985","25581","20210219",""
"20210216","4호선","명동","15475","15790","20210219",""
"20210216","4호선","회현(남대문시장)","21959","22655","20210219",""
"20210216","4호선","서울역","10455","14003","20210219",""
"20210216","4호선","숙대입구(갈월)","11851","11705","20210219",""
"20210216","4호선","삼각지","4321","4759","20210219",""
"20210216","4호선","신용산","15324","15729","20210219",""
"20210216","4호선","이촌(국립중앙박물관)","6428","7415","20210219",""
"20210216","4호선","동작(현충원)","2077","2174","20210219",""
"20210216","4호선","총신대입구(이수)","17426","19104","20210219",""
"20210216","4호선","사당","22141","18531","20210219",""
"20210216","4호선","남태령","1119","927","20210219",""
"20210216","4호선","당고개","11258","10391","20210219",""
"20210216","4호선","상계","17953","16862","20210219",""
"20210216","4호선","노원","17777","19673","20210219",""
"20210216","4호선","창동","24264","25716","20210219",""
"20210216","4호선","쌍문","27933","26114","20210219",""
"20210216","8호선","모란","3909","2828","20210219",""
"20210216","8호선","수진","4845","4538","20210219",""
"20210216","8호선","신흥","4171","4597","20210219",""
"20210216","8호선","단대오거리","9855","9684","20210219",""
"20210216","8호선","남한산성입구(성남법원.검찰청)","12435","11651","20210219",""
"20210216","8호선","산성","6117","6157","20210219",""
"20210216","8호선","복정","9947","8604","20210219",""
"20210216","8호선","장지","16437","15695","20210219",""
"20210216","8호선","문정","22500","23432","20210219",""
"20210216","8호선","가락시장","7340","8085","20210219",""
"20210216","8호선","송파","7575","7740","20210219",""
"20210216","8호선","석촌","7268","8325","20210219",""
"20210216","8호선","잠실(송파구청)","13381","15023","20210219",""
"20210216","8호선","몽촌토성(평화의문)","5370","5478","20210219",""
"20210216","8호선","강동구청","10254","10694","20210219",""
"20210216","8호선","천호(풍납토성)","14484","16539","20210219",""
"20210216","8호선","암사","17824","16194","20210219",""
"20210216","7호선","부평구청","11041","9346","20210219",""
"20210216","7호선","굴포천","8276","8940","20210219",""
"20210216","7호선","삼산체육관","4536","4156","20210219",""
"20210216","7호선","상동","12161","12457","20210219",""
"20210216","7호선","부천시청","11852","11723","20210219",""
"20210216","7호선","신중동","13909","13699","20210219",""
"20210216","7호선","춘의","9473","9247","20210219",""
"20210216","7호선","부천종합운동장","4270","3727","20210219",""
"20210216","7호선","까치울","6876","6678","20210219",""
"20210216","7호선","온수(성공회대입구)","9941","9234","20210219",""
"20210216","7호선","천왕","10588","10069","20210219",""
"20210216","7호선","광명사거리","20426","20356","20210219",""
"20210216","7호선","철산","20178","20848","20210219",""
"20210216","7호선","가산디지털단지","47708","47211","20210219",""
"20210216","7호선","남구로","15661","16599","20210219",""
"20210216","7호선","대림(구로구청)","7072","6987","20210219",""
"20210216","7호선","신풍","11194","10843","20210219",""
"20210216","7호선","보라매","9248","9190","20210219",""
"20210216","7호선","신대방삼거리","15340","15122","20210219",""
"20210216","7호선","장승배기","9082","8925","20210219",""
"20210216","7호선","상도","9546","9488","20210219",""
"20210216","7호선","숭실대입구(살피재)","10966","11464","20210219",""
"20210216","7호선","남성","10627","9895","20210219",""
"20210216","7호선","이수","14549","14140","20210219",""
"20210216","7호선","내방","14248","14487","20210219",""
"20210216","7호선","고속터미널","14976","12273","20210219",""
"20210216","7호선","반포","5386","5184","20210219",""
"20210216","7호선","논현","20004","21688","20210219",""
"20210216","7호선","학동","24509","25827","20210219",""
"20210216","7호선","강남구청","15850","17400","20210219",""
"20210216","7호선","청담","19294","21312","20210219",""
"20210216","7호선","뚝섬유원지","6384","6379","20210219",""
"20210216","7호선","건대입구","11140","11365","20210219",""
"20210216","7호선","어린이대공원(세종대)","10755","10673","20210219",""
"20210216","7호선","군자(능동)","13764","11303","20210219",""
"20210216","7호선","중곡","9441","9041","20210219",""
"20210216","7호선","용마산(용마폭포공원)","5612","5397","20210219",""
"20210216","7호선","사가정","15324","15589","20210219",""
"20210216","7호선","면목","14233","14041","20210219",""
"20210216","7호선","상봉(시외버스터미널)","16111","14966","20210219",""
"20210216","7호선","중화","10434","10372","20210219",""
"20210216","7호선","먹골","9509","9522","20210219",""
"20210216","7호선","태릉입구","7419","6877","20210219",""
"20210216","7호선","공릉(서울과학기술대)","10551","10872","20210219",""
"20210216","7호선","하계","16226","15548","20210219",""
"20210216","7호선","중계","13081","12109","20210219",""
"20210216","7호선","노원","18683","19403","20210219",""
"20210216","7호선","마들","11521","11133","20210219",""
"20210216","7호선","수락산","11578","11702","20210219",""
"20210216","7호선","도봉산","8412","9536","20210219",""
"20210216","7호선","장암","2153","796","20210219",""
"20210216","6호선","봉화산(서울의료원)","8483","7966","20210219",""
"20210216","6호선","화랑대(서울여대입구)","10527","8334","20210219",""
"20210216","6호선","태릉입구","4908","5453","20210219",""
"20210216","6호선","석계","11432","11864","20210219",""
"20210216","6호선","돌곶이","8208","7740","20210219",""
"20210216","6호선","상월곡(한국과학기술연구원)","5759","5142","20210219",""
"20210216","6호선","월곡(동덕여대)","10122","10343","20210219",""
"20210216","6호선","고려대(종암)","7038","7024","20210219",""
"20210216","6호선","안암(고대병원앞)","9224","9336","20210219",""
"20210216","6호선","보문","6604","6231","20210219",""
"20210216","6호선","창신","3319","2779","20210219",""
"20210216","6호선","동묘앞","7130","7577","20210219",""
"20210216","6호선","신당","7434","7884","20210219",""
"20210216","6호선","청구","3573","3864","20210219",""
"20210216","6호선","약수","3286","3362","20210219",""
"20210216","6호선","버티고개","2140","2056","20210219",""
"20210216","6호선","한강진","6843","7681","20210219",""
"20210216","6호선","이태원","8057","8253","20210219",""
"20210216","6호선","녹사평(용산구청)","3970","3861","20210219",""
"20210216","6호선","삼각지","5206","4730","20210219",""
"20210216","6호선","효창공원앞","6344","5782","20210219",""
"20210216","6호선","공덕","17697","16997","20210219",""
"20210216","6호선","대흥(서강대앞)","7379","7835","20210219",""
"20210216","6호선","광흥창(서강)","8299","8157","20210219",""
"20210216","6호선","상수","7245","7961","20210219",""
"20210216","6호선","합정","11645","11491","20210219",""
"20210216","6호선","망원","12748","13771","20210219",""
"20210216","6호선","마포구청","13259","12285","20210219",""
"20210216","6호선","월드컵경기장(성산)","3599","3828","20210219",""
"20210216","6호선","디지털미디어시티","12965","14479","20210219",""
"20210216","6호선","증산(명지대앞)","9125","9232","20210219",""
"20210216","6호선","새절(신사)","11808","11161","20210219",""
"20210216","6호선","구산","6784","5482","20210219",""
"20210216","6호선","독바위","2610","2746","20210219",""
"20210216","6호선","불광","3877","3951","20210219",""
"20210216","6호선","역촌","3490","4152","20210219",""
"20210216","6호선","응암","16329","16490","20210219",""
"20210216","5호선","하남풍산","4753","4862","20210219",""
"20210216","5호선","미사","13219","13228","20210219",""
"20210216","5호선","마천","5655","5693","20210219",""
"20210216","5호선","거여","7484","7123","20210219",""
"20210216","5호선","개롱","6218","6472","20210219",""
"20210216","5호선","오금","3600","3522","20210219",""
"20210216","5호선","방이","6917","7119","20210219",""
"20210216","5호선","올림픽공원(한국체대)","3745","3381","20210219",""
"20210216","5호선","둔촌동","8022","7933","20210219",""
"20210216","5호선","상일동","16384","15101","20210219",""
"20210216","5호선","고덕","8504","8618","20210219",""
"20210216","5호선","명일","8012","8410","20210219",""
"20210216","5호선","굽은다리(강동구민회관앞)","8815","8472","20210219",""
"20210216","5호선","길동","7400","7716","20210219",""
"20210216","5호선","강동","18929","17778","20210219",""
"20210216","5호선","천호(풍납토성)","16933","16584","20210219",""
"20210216","5호선","광나루(장신대)","11953","10661","20210219",""
"20210216","5호선","아차산(어린이대공원후문)","12797","12802","20210219",""
"20210216","5호선","군자(능동)","10409","11513","20210219",""
"20210216","5호선","장한평","17793","17745","20210219",""
"20210216","5호선","답십리","15095","14233","20210219",""
"20210216","5호선","마장","5080","4783","20210219",""
"20210216","5호선","왕십리(성동구청)","4325","4626","20210219",""
"20210216","5호선","행당","7792","7255","20210219",""
"20210216","5호선","신금호","5800","5980","20210219",""
"20210216","5호선","청구","3756","3586","20210219",""
"20210216","5호선","동대문역사문화공원(DDP)","2912","3253","20210219",""
"20210216","5호선","을지로4가","5826","5884","20210219",""
"20210216","5호선","종로3가","10557","10148","20210219",""
"20210216","5호선","광화문(세종문화회관)","30000","30537","20210219",""
"20210216","5호선","서대문","18830","19141","20210219",""
"20210216","5호선","충정로(경기대입구)","4839","4908","20210219",""
"20210216","5호선","애오개","6522","6772","20210219",""
"20210216","5호선","공덕","14210","15079","20210219",""
"20210216","5호선","마포","14107","14502","20210219",""
"20210216","5호선","여의나루","7388","7750","20210219",""
"20210216","5호선","여의도","27623","28259","20210219",""
"20210216","5호선","신길","3875","4430","20210219",""
"20210216","5호선","영등포시장","9318","9548","20210219",""
"20210216","5호선","영등포구청","3853","3922","20210219",""
"20210216","5호선","양평","7377","7467","20210219",""
"20210216","5호선","오목교(목동운동장앞)","21443","23188","20210219",""
"20210216","5호선","목동","16155","18046","20210219",""
"20210216","5호선","신정(은행정)","13266","10717","20210219",""
"20210216","5호선","까치산","27093","26687","20210219",""
"20210216","5호선","화곡","26736","25388","20210219",""
"20210216","5호선","우장산","13115","13206","20210219",""
"20210216","5호선","발산","18646","18699","20210219",""
"20210216","5호선","마곡","9341","9029","20210219",""
"20210217","9호선","신논현","30002","29534","20210220",""
"20210217","우이신설선","성신여대입구(돈암)","2746","3075","20210220",""
"20210217","우이신설선","보문","1331","1375","20210220",""
"20210217","우이신설선","신설동","1863","1773","20210220",""
"20210217","일산선","원흥","8277","7871","20210220",""
"20210217","일산선","삼송","16474","16195","20210220",""
"20210217","일산선","원당","9869","9335","20210220",""
"20210217","일산선","화정","15074","15659","20210220",""
"20210217","일산선","대곡","1530","1110","20210220",""
"20210217","일산선","백석","9055","9044","20210220",""
"20210217","일산선","마두","6669","6988","20210220",""
"20210217","일산선","정발산","6493","6588","20210220",""
"20210217","일산선","주엽","7905","7808","20210220",""
"20210217","일산선","대화","11828","9520","20210220",""
"20210217","장항선","봉명","1052","1017","20210220",""
"20210217","장항선","쌍용(나사렛대)","1398","1366","20210220",""
"20210217","장항선","아산","2259","2036","20210220",""
"20210217","장항선","배방","800","701","20210220",""
"20210217","장항선","온양온천","2529","2489","20210220",""
"20210217","장항선","신창(순천향대)","723","730","20210220",""
"20210217","중앙선","회기","21148","21040","20210220",""
"20210217","중앙선","중랑","4715","4544","20210220",""
"20210217","중앙선","상봉(시외버스터미널)","4913","5054","20210220",""
"20210217","중앙선","망우","6483","6496","20210220",""
"20210217","중앙선","양원","1185","1181","20210220",""
"20210217","중앙선","구리","12190","12308","20210220",""
"20210217","중앙선","도농","8752","8057","20210220",""
"20210217","중앙선","양정","643","535","20210220",""
"20210217","중앙선","덕소","4789","4798","20210220",""
"20210217","중앙선","도심","2146","1651","20210220",""
"20210217","중앙선","팔당","652","661","20210220",""
"20210217","중앙선","운길산","448","411","20210220",""
"20210217","중앙선","양수","1361","1360","20210220",""
"20210217","중앙선","신원","123","120","20210220",""
"20210217","중앙선","국수","478","484","20210220",""
"20210217","중앙선","아신","388","390","20210220",""
"20210217","중앙선","오빈","200","200","20210220",""
"20210217","중앙선","양평","1980","1974","20210220",""
"20210217","중앙선","원덕","226","222","20210220",""
"20210217","중앙선","용문","1173","1141","20210220",""
"20210217","중앙선","지평","43","31","20210220",""
"20210217","2호선","시청","23694","22264","20210220",""
"20210217","8호선","송파","7300","7513","20210220",""
"20210217","1호선","서울역","37960","35160","20210220",""
"20210217","1호선","동묘앞","5824","6140","20210220",""
"20210217","1호선","시청","19876","19715","20210220",""
"20210217","1호선","종각","33039","31541","20210220",""
"20210217","1호선","종로3가","20902","19400","20210220",""
"20210217","1호선","종로5가","20008","19663","20210220",""
"20210217","1호선","동대문","9417","8738","20210220",""
"20210217","1호선","신설동","12595","12689","20210220",""
"20210217","1호선","제기동","13194","13292","20210220",""
"20210217","1호선","청량리(서울시립대입구)","16563","16519","20210220",""
"20210217","2호선","을지로입구","37045","37415","20210220",""
"20210217","2호선","을지로3가","20629","20188","20210220",""
"20210217","2호선","을지로4가","12404","12031","20210220",""
"20210217","2호선","동대문역사문화공원(DDP)","10224","11156","20210220",""
"20210217","2호선","신당","12499","13017","20210220",""
"20210217","2호선","상왕십리","13134","12880","20210220",""
"20210217","2호선","왕십리(성동구청)","14307","12010","20210220",""
"20210217","2호선","한양대","6430","6513","20210220",""
"20210217","2호선","뚝섬","20179","21608","20210220",""
"20210217","2호선","성수","34096","36859","20210220",""
"20210217","2호선","건대입구","29505","31344","20210220",""
"20210217","2호선","구의(광진구청)","22001","22008","20210220",""
"20210217","2호선","강변(동서울터미널)","27300","26331","20210220",""
"20210217","2호선","잠실나루","13222","12856","20210220",""
"20210217","2호선","잠실(송파구청)","58200","57975","20210220",""
"20210217","2호선","잠실새내","19137","18959","20210220",""
"20210217","2호선","종합운동장","5908","6491","20210220",""
"20210217","2호선","삼성(무역센터)","48368","48534","20210220",""
"20210217","2호선","선릉","54937","48546","20210220",""
"20210217","2호선","역삼","51059","54215","20210220",""
"20210217","2호선","강남","82823","80269","20210220",""
"20210217","2호선","교대(법원.검찰청)","32592","36445","20210220",""
"20210217","2호선","서초","20734","20333","20210220",""
"20210217","2호선","방배","15940","16686","20210220",""
"20210217","2호선","사당","32512","35757","20210220",""
"20210217","2호선","낙성대(강감찬)","25073","24781","20210220",""
"20210217","2호선","서울대입구(관악구청)","43436","42840","20210220",""
"20210217","2호선","봉천","22132","20857","20210220",""
"20210217","2호선","신림","58303","57560","20210220",""
"20210217","2호선","신대방","23668","23488","20210220",""
"20210217","2호선","구로디지털단지","58508","59138","20210220",""
"20210217","2호선","대림(구로구청)","22199","22702","20210220",""
"20210217","2호선","신도림","44680","43281","20210220",""
"20210217","2호선","문래","20266","20591","20210220",""
"20210217","2호선","영등포구청","21654","21786","20210220",""
"20210217","2호선","당산","16730","19574","20210220",""
"20210217","2호선","합정","28117","29202","20210220",""
"20210217","2호선","홍대입구","47155","48338","20210220",""
"20210217","2호선","신촌","29889","30442","20210220",""
"20210217","2호선","이대","11139","11564","20210220",""
"20210217","2호선","아현","8943","8809","20210220",""
"20210217","2호선","충정로(경기대입구)","9499","9990","20210220",""
"20210217","2호선","용답","2221","2284","20210220",""
"20210217","2호선","신답","1436","1748","20210220",""
"20210217","2호선","신설동","3280","3220","20210220",""
"20210217","2호선","도림천","1366","1389","20210220",""
"20210217","2호선","양천구청","6333","6750","20210220",""
"20210217","2호선","신정네거리","9242","9672","20210220",""
"20210217","2호선","용두(동대문구청)","2089","2187","20210220",""
"20210217","3호선","지축","3396","3430","20210220",""
"20210217","3호선","구파발","18748","17831","20210220",""
"20210217","3호선","연신내","33675","32158","20210220",""
"20210217","3호선","불광","14408","15442","20210220",""
"20210217","3호선","녹번","13727","12802","20210220",""
"20210217","3호선","홍제","15389","15036","20210220",""
"20210217","3호선","무악재","3686","3742","20210220",""
"20210217","3호선","독립문","6002","6213","20210220",""
"20210217","3호선","경복궁(정부서울청사)","16683","16261","20210220",""
"20210217","3호선","안국","17605","17594","20210220",""
"20210217","3호선","종로3가","9232","10504","20210220",""
"20210217","3호선","을지로3가","10366","10369","20210220",""
"20210217","3호선","동대입구","6495","6796","20210220",""
"20210217","3호선","약수","11729","11589","20210220",""
"20210217","3호선","금호","7504","7243","20210220",""
"20210217","3호선","옥수","8031","8589","20210220",""
"20210217","3호선","압구정","30615","32615","20210220",""
"20210217","3호선","신사","30550","31352","20210220",""
"20210217","3호선","잠원","4302","4308","20210220",""
"20210217","3호선","고속터미널","35682","33839","20210220",""
"20210217","3호선","교대(법원.검찰청)","13665","8908","20210220",""
"20210217","3호선","남부터미널(예술의전당)","28048","28561","20210220",""
"20210217","3호선","양재(서초구청)","36910","39325","20210220",""
"20210217","3호선","매봉","11833","11399","20210220",""
"20210217","3호선","도곡","5186","5283","20210220",""
"20210217","3호선","대치","10534","10445","20210220",""
"20210217","3호선","학여울","1614","1712","20210220",""
"20210217","3호선","대청","8947","8295","20210220",""
"20210217","3호선","일원","9078","8738","20210220",""
